keypoint_1_x,keypoint_1_y,keypoint_1_z,keypoint_2_x,keypoint_2_y,keypoint_2_z,keypoint_3_x,keypoint_3_y,keypoint_3_z,keypoint_4_x,keypoint_4_y,keypoint_4_z,keypoint_5_x,keypoint_5_y,keypoint_5_z,keypoint_6_x,keypoint_6_y,keypoint_6_z,keypoint_7_x,keypoint_7_y,keypoint_7_z,keypoint_8_x,keypoint_8_y,keypoint_8_z,keypoint_9_x,keypoint_9_y,keypoint_9_z,keypoint_10_x,keypoint_10_y,keypoint_10_z,keypoint_11_x,keypoint_11_y,keypoint_11_z,keypoint_12_x,keypoint_12_y,keypoint_12_z,keypoint_13_x,keypoint_13_y,keypoint_13_z,keypoint_14_x,keypoint_14_y,keypoint_14_z,keypoint_15_x,keypoint_15_y,keypoint_15_z,keypoint_16_x,keypoint_16_y,keypoint_16_z,keypoint_17_x,keypoint_17_y,keypoint_17_z,keypoint_18_x,keypoint_18_y,keypoint_18_z,keypoint_19_x,keypoint_19_y,keypoint_19_z,keypoint_20_x,keypoint_20_y,keypoint_20_z,keypoint_21_x,keypoint_21_y,keypoint_21_z,keypoint_22_x,keypoint_22_y,keypoint_22_z,keypoint_23_x,keypoint_23_y,keypoint_23_z,keypoint_24_x,keypoint_24_y,keypoint_24_z,keypoint_25_x,keypoint_25_y,keypoint_25_z
1145.54,227.153,0.859565,1139.61,359.56,0.826626,1015.93,341.816,0.683935,856.939,412.635,0.708087,736.275,433.23,0.809726,1266.13,374.302,0.637635,1327.78,539.147,0.639906,1380.86,662.789,0.698652,1083.63,618.582,0.592473,1001.22,600.887,0.566153,901.071,739.176,0.706294,792.297,1074.87,0.214961,1166.05,639.204,0.505772,1048.24,792.208,0.729315,0,0,0,1136.51,203.601,0.871344,1180.78,215.292,0.840713,1101.25,221.306,0.749847,1221.96,241.868,0.813553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.283,1074.9,0.0652704
1171.99,206.585,0.826724,1142.59,365.41,0.813316,1018.86,350.76,0.666179,927.572,486.13,0.632009,927.63,553.845,0.857532,1280.74,383.062,0.695029,1327.93,556.73,0.7574,1277.83,668.703,0.787934,1065.95,650.998,0.562136,977.601,639.168,0.54954,874.667,806.984,0.669203,0,0,0,1145.43,671.544,0.519652,1024.78,853.967,0.640518,0,0,0,1160.03,194.651,0.871955,1207.26,197.816,0.921273,1118.93,224.144,0.793144,1236.61,244.685,0.77702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174.83,209.435,0.834148,1142.58,365.502,0.816445,1018.91,350.744,0.691779,921.709,483.115,0.667522,927.56,553.977,0.8409,1277.9,386.055,0.701008,1327.99,553.948,0.754914,1277.82,671.498,0.776664,1060.06,662.691,0.549363,974.742,645.015,0.532142,868.791,812.876,0.604085,774.62,1074.86,0.0508961,1142.45,677.436,0.504593,1021.69,857.006,0.644513,0,0,0,1160.16,191.819,0.88058,1207.27,197.798,0.921766,1119.03,221.242,0.734499,1236.61,241.803,0.73523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177.77,203.68,0.84006,1142.57,365.437,0.831698,1018.79,356.564,0.664126,912.968,480.322,0.675966,927.585,556.798,0.840457,1280.8,380.194,0.705443,1333.86,550.887,0.74576,1283.79,677.462,0.786476,1063.01,639.201,0.567975,977.649,621.507,0.545366,865.858,830.501,0.645298,774.557,1074.88,0.0578861,1142.57,656.816,0.52153,1024.84,856.88,0.703582,0,0,0,1157.17,194.688,0.862686,1210.04,200.514,0.914901,1116.05,238.911,0.797136,1233.76,244.9,0.847744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168.93,230.067,0.848296,1160.15,359.484,0.788882,1033.55,341.892,0.739526,927.616,509.674,0.766773,1042.42,459.79,0.669814,1283.84,368.416,0.656833,1339.72,562.647,0.742651,1260.34,489.118,0.784902,1071.75,597.924,0.579017,992.408,580.312,0.504916,889.323,806.947,0.595712,765.767,1074.87,0.104392,1145.4,615.659,0.497049,1013.02,836.309,0.646753,0,0,0,1157.18,206.483,0.832627,1201.32,218.353,0.8502,1121.96,224.175,0.697375,1239.58,247.794,0.823336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166.04,224.221,0.920073,1162.97,362.64,0.827402,1045.41,341.986,0.791251,930.534,503.901,0.843241,1039.44,480.103,0.792897,1277.89,386.093,0.652747,1336.81,571.439,0.774201,1280.66,477.351,0.795451,1068.87,600.958,0.592616,989.396,592.05,0.520306,886.472,792.242,0.527948,0,0,0,1142.55,624.416,0.504426,1018.85,830.447,0.639359,0,0,0,1160.17,200.808,0.880333,1198.37,215.342,0.834948,1136.62,224.265,0.0799106,1257.2,250.621,0.840673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180.68,227.084,0.856431,1145.5,362.618,0.805822,1024.87,344.848,0.759267,927.517,512.599,0.769427,1024.72,480.3,0.802865,1277.8,380.183,0.622023,1339.68,559.779,0.727439,1260.18,477.331,0.795751,1071.84,603.88,0.591122,992.376,597.891,0.53198,883.59,804,0.619999,768.675,1074.87,0.129674,1145.49,621.575,0.511649,1010.01,824.583,0.621867,0,0,0,1162.98,200.778,0.907701,1210.02,218.229,0.874252,1121.84,224.074,0.814552,1233.84,247.715,0.823741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174.86,206.587,0.833003,1142.52,365.502,0.819727,1018.8,350.803,0.672131,927.487,491.996,0.651323,927.632,556.762,0.84285,1277.84,386.03,0.698618,1330.76,553.933,0.791852,1274.95,671.548,0.771054,1060.03,665.647,0.564834,971.79,648.062,0.515392,868.751,815.747,0.664425,774.61,1074.87,0.0579413,1142.46,677.469,0.511111,1024.75,857.036,0.701194,0,0,0,1160.08,194.625,0.873507,1210.04,200.523,0.928156,1116.11,230.102,0.761134,1233.73,247.722,0.841638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177.75,209.45,0.829775,1142.52,365.424,0.814257,1015.95,350.704,0.659323,924.614,489.07,0.632887,927.635,556.784,0.833937,1277.85,385.937,0.694195,1328.01,553.762,0.791024,1280.71,671.487,0.803974,1060.1,653.943,0.549816,974.717,642.075,0.518949,868.761,812.828,0.622983,0,0,0,1142.49,671.624,0.519457,1024.79,854.01,0.676212,0,0,0,1162.92,191.814,0.891812,1210.01,200.541,0.926628,1118.98,221.203,0.786002,1236.57,244.716,0.782208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157.17,232.985,0.827951,1142.62,347.848,0.800029,1024.84,336.046,0.730296,951.251,480.23,0.827281,1051.26,530.276,0.820519,1266.15,365.488,0.713121,1327.92,539.073,0.764272,1257.27,556.788,0.629343,1060.1,630.333,0.546238,992.333,603.909,0.527043,880.471,777.487,0.678516,768.665,1074.88,0.117563,1136.54,653.942,0.489743,1021.83,836.412,0.711962,0,0,0,1139.47,215.297,0.879269,1186.55,221.179,0.921264,1110.04,233.057,0.648495,1219.01,247.706,0.846605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186.72,244.762,0.920238,1189.51,344.9,0.766628,1068.89,324.266,0.747601,989.481,480.162,0.685629,1139.47,365.376,0.725817,1310.32,368.504,0.610352,1342.65,562.616,0.708306,1272.01,462.59,0.71592,1074.82,595.063,0.593398,998.241,574.381,0.536969,880.526,792.244,0.555881,762.781,1074.87,0.087047,1151.32,621.483,0.517234,1015.94,854.089,0.580082,0,0,0,1171.87,221.172,0.892904,1213.15,224.164,0.95083,1142.52,227.214,0.637759,1263.13,247.762,0.853943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139.66,227.114,0.917518,1168.97,353.69,0.763392,1048.2,335.983,0.71879,974.789,486.162,0.707352,1118.92,350.723,0.719609,1298.45,371.406,0.655184,1333.87,556.782,0.735137,1233.73,530.275,0.768351,1071.78,612.703,0.567433,983.573,598.008,0.506018,880.544,809.859,0.527399,762.86,1074.88,0.0531769,1154.28,630.406,0.516031,1021.83,836.43,0.648775,0,0,0,1121.94,206.554,0.842599,1166.15,203.643,0.889343,1110.14,233.031,0.0785967,1233.59,235.903,0.835831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171.93,203.541,0.867785,1145.44,362.502,0.808974,1021.79,344.852,0.717648,921.725,477.279,0.66363,927.632,556.773,0.843145,1280.9,380.156,0.697483,1319.03,547.957,0.740055,1274.87,674.51,0.762359,1065.87,662.718,0.559581,977.67,647.971,0.521599,868.784,815.78,0.63007,0,0,0,1142.53,677.466,0.497102,1021.67,859.965,0.687413,0,0,0,1160.03,188.893,0.84694,1207.25,197.801,0.915331,1118.95,224.169,0.761922,1233.61,247.791,0.828316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174.89,200.818,0.85985,1142.58,365.393,0.826255,1018.85,350.775,0.677695,927.585,494.984,0.66241,927.645,556.756,0.826965,1280.85,380.189,0.707564,1333.83,553.917,0.774817,1286.74,677.49,0.75645,1068.8,645.099,0.581562,977.726,630.371,0.530492,865.839,818.71,0.632914,0,0,0,1145.46,662.708,0.51283,1024.75,856.883,0.688199,0,0,0,1160.05,188.914,0.856687,1210.05,197.752,0.915244,1118.88,230.097,0.751812,1236.69,247.634,0.771231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174.82,206.49,0.833176,1142.6,365.442,0.817558,1018.84,350.74,0.681012,927.512,492.013,0.655304,927.515,553.898,0.854006,1280.76,383.092,0.696826,1327.92,556.737,0.77061,1274.97,671.544,0.770742,1063.02,659.822,0.559428,974.759,645.108,0.532571,877.573,812.913,0.659359,0,0,0,1142.48,674.514,0.512568,1024.84,856.869,0.681153,0,0,0,1160.04,191.807,0.863926,1210.05,197.832,0.915597,1118.85,233.003,0.741533,1236.75,247.632,0.724561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
